Temperature (°C),Humidity (%),Accel_X (g),Accel_Y (g),Accel_Z (g),Soil_Moisture,Light_Intensity (Lux),LIS3DH_Temp (°C),BME680_Temp (°C),BME680_Humidity (%),BME680_Pressure (hPa),BME680_Gas (Ohms)
33.02,79.64,1.337,0.248,-0.815,642.91,1056.03,30.38,32.06,74.56,1010.85,887.56
27.36,74.65,-1.116,1.09,0.505,519.54,1915.08,21.25,21.88,52.63,975.53,575.75
34.42,50.93,1.029,-0.97,1.223,785.87,120.88999999999999,32.48,23.32,44.79,1045.09,227.74
30.05,71.06,-1.612,-0.6,-0.552,417.68,1392.97,32.95,24.27,66.04,953.03,274.89
23.82,66.14,0.9999999999999999,0.175,0.7709999999999999,433.12,158.79999999999995,22.5,32.33,51.59,993.41,503.82
31.01,74.63,0.36300000000000004,-0.189,-0.377,569.32,1444.33,31.94,30.65,73.48,1027.66,825.92
21.35,39.26,-0.793,0.574,-1.419,247.3,1515.06,27.2,21.98,49.63,1023.58,626.87
25.93,57.46,-0.042,-1.787,0.66,451.03,1902.15,25.26,21.91,44.09,999.08,595.51
29.99,79.5,-1.092,1.697,-0.616,510.85,1396.79,20.38,27.66,37.39,990.11,541.13
32.43,74.0,0.9020000000000001,-0.102,0.451,727.42,602.78,23.11,20.36,61.89,951.75,588.56
23.22,77.14,-1.776,-1.8119999999999998,0.94,228.82,409.52,26.39,33.32,75.03,966.9,533.79
30.85,61.8,-1.734,-0.551,1.2399999999999998,714.14,213.10000000000002,28.73,31.54,64.19,982.75,210.05000000000007
26.56,56.51,-1.743,-1.687,-0.256,623.11,1912.48,24.83,27.72,40.8,1024.84,846.29
34.67,73.9,-0.992,0.979,-1.581,613.46,1192.26,23.09,23.74,59.18,1016.95,877.7
21.98,46.59,0.9879999999999999,1.336,0.228,710.11,583.7,25.01,24.75,55.53,980.42,607.24
21.06,68.61,-1.726,1.157,-0.012,699.06,500.73,21.98,20.33,39.15,1017.23,184.78999999999996
24.29,42.9,-1.1,0.312,0.402,784.2,1461.83,31.66,20.69,70.04,1008.92,806.96
24.41,55.3,1.679,1.427,-1.2010000000000003,476.52,468.63,26.93,29.38,43.7,968.74,678.63
26.45,70.21,0.193,-1.22,0.778,715.75,490.11,20.38,20.25,48.39,1031.49,182.19
23.49,62.53,-1.568,0.7349999999999999,-0.388,210.98000000000002,172.99,29.34,26.19,52.33,1029.44,729.19
29.42,68.93,-1.3679999999999999,-0.564,-0.1,226.41999999999996,1243.69,22.41,33.21,79.52,998.71,170.56
29.36,34.52,1.723,-0.203,-1.4690000000000003,608.81,280.38,24.66,28.82,40.01,981.45,664.87
26.01,48.17,-1.366,1.226,1.014,341.79,389.47,34.59,22.65,58.84,999.54,628.82
31.5,76.61,1.678,0.9819999999999999,0.369,212.0,357.36,31.82,26.89,58.66,966.98,445.7
25.51,63.56,0.236,-1.875,1.309,579.39,144.18000000000006,20.8,33.73,40.7,964.67,207.57
27.12,62.94,0.046,0.429,-0.378,390.61,537.09,29.17,22.11,77.33,978.02,905.86
20.7,67.28,-0.205,-0.621,0.11299999999999999,772.07,1172.14,34.17,20.07,74.12,969.7,512.17
22.94,73.3,0.518,1.37,-0.351,647.29,1560.18,23.24,21.79,41.81,1000.07,659.76
34.22,44.15,-1.165,0.21599999999999997,-1.458,621.5,1716.78,29.04,32.24,30.3,991.41,529.89
27.01,34.53,0.103,0.894,-1.692,795.46,1368.86,34.46,20.54,56.03,1048.95,796.26
34.61,68.7,-0.921,-1.282,-1.121,246.01999999999998,1565.96,21.7,34.69,77.13,957.16,124.00999999999999
27.27,52.42,-1.961,-1.178,-1.792,659.87,1508.96,29.71,22.33,60.87,964.64,858.47
30.11,61.07,0.68,0.539,0.511,779.41,498.95000000000005,34.7,33.35,61.83,1008.46,903.34
21.38,50.11,1.803,1.294,-0.772,419.3,1458.73,23.13,30.23,37.39,951.47,446.42
31.41,34.9,-0.184,-1.401,-1.652,748.42,1129.99,22.59,32.96,36.59,981.58,680.79
21.65,42.86,-0.801,-0.86,-1.58,638.22,567.74,29.04,30.51,70.88,1037.48,144.01
22.21,66.03,1.358,-0.05,1.969,270.19,855.64,29.44,28.49,37.94,1005.59,330.19
22.12,78.6,-0.303,-1.452,0.137,547.19,1872.61,22.0,33.07,44.82,987.26,785.84
21.65,43.3,-1.846,-0.517,-1.748,680.31,1937.06,33.45,24.35,51.21,1027.05,807.79
28.08,31.34,1.521,-0.737,-0.936,590.73,1149.1,31.71,21.25,49.12,998.35,929.53
34.19,79.42,0.612,1.349,-0.944,349.18,1040.74,27.77,27.14,56.6,1019.06,635.65
29.41,48.05,-1.011,-0.074,1.971,320.61,1244.32,28.02,25.29,41.38,1041.91,841.44
32.63,74.63,0.728,0.745,-1.384,558.18,469.6700000000001,20.1,22.02,42.37,980.63,960.88
34.72,69.3,-1.03,-1.422,-0.046,255.72,544.79,32.31,31.67,46.28,1002.41,239.52999999999997
22.65,64.7,1.807,0.748,0.068,648.77,856.09,25.57,29.43,79.52,1025.89,243.62
30.81,69.81,-0.862,1.675,-0.687,271.32,1617.56,30.89,26.27,51.85,990.36,743.78
34.83,71.07,-0.095,0.59,0.531,444.6,610.7,32.2,25.29,47.36,1026.79,333.4
24.48,45.35,0.352,-0.828,-0.38,603.25,1396.98,32.88,25.0,31.53,1038.37,328.89
25.29,49.56,-1.472,0.11900000000000001,-1.445,423.63,1518.64,33.81,32.11,53.77,965.85,982.88
20.3,34.32,-1.748,1.309,1.566,389.98,1777.04,30.26,22.36,60.33,996.38,540.78
34.74,65.31,-0.385,-0.03,0.746,720.05,1725.01,28.46,26.79,62.54,1033.72,611.96
34.89,73.19,0.844,-0.157,0.91,612.41,549.33,26.35,27.12,69.86,1007.37,744.62
20.09,68.0,-1.007,0.896,0.67,616.75,625.81,32.49,24.6,50.72,1004.46,698.39
22.81,71.0,-1.812,1.351,0.512,236.85000000000002,1572.91,21.78,22.76,36.69,1045.15,101.20999999999998
31.28,31.84,0.339,-0.25,0.762,348.04,1631.41,21.4,25.74,48.73,967.13,741.48
25.46,38.13,0.018,1.056,1.698,686.11,1004.13,23.12,22.01,45.02,1026.37,873.61
23.82,35.05,0.157,1.15,-1.475,532.23,1258.47,22.19,32.12,35.54,1007.58,818.37
33.76,74.22,-0.783,-1.685,-1.254,746.51,465.02,30.68,30.64,56.45,1042.41,256.26
30.21,71.54,1.974,-0.16399999999999998,-1.887,222.33000000000004,1673.17,20.89,21.03,40.34,977.27,118.09000000000003
31.97,54.54,1.7410000000000003,0.824,0.829,613.51,1217.33,27.69,32.97,71.92,1015.59,597.28
21.96,67.27,0.05899999999999998,-1.161,1.723,567.06,1102.94,20.78,34.51,53.48,1020.0,380.72
31.27,34.66,0.9020000000000001,0.799,0.648,449.88,1192.73,33.26,27.58,33.34,978.43,815.38
30.09,53.15,-1.809,-1.7399999999999998,-0.526,782.38,1393.66,21.13,30.24,41.75,953.08,920.69
31.19,73.98,1.649,1.302,1.266,528.24,1058.31,24.63,22.99,33.36,1013.09,637.39
34.67,65.14,0.055999999999999994,-1.733,-1.959,400.57,708.72,29.76,31.52,62.85,1024.38,201.16999999999996
29.11,55.95,0.639,-1.443,-0.67,232.73000000000002,494.95000000000005,31.42,23.52,76.18,955.94,547.69
27.76,60.33,1.5540000000000003,-0.67,-0.686,521.45,1928.94,29.07,20.45,62.22,1018.89,497.65
23.84,61.77,-1.735,0.816,0.723,300.38,879.68,21.22,20.05,62.8,1048.16,628.15
21.39,39.97,1.016,1.81,0.592,633.49,796.77,23.62,28.0,40.52,1020.63,249.37
30.46,77.3,0.594,0.45799999999999996,1.87,253.84999999999997,875.14,20.35,31.7,38.07,970.75,795.61
32.57,78.98,-1.896,-0.6310000000000001,-0.10400000000000001,404.26,998.32,33.53,20.27,67.54,986.05,383.77
34.48,38.25,-0.461,-0.8780000000000001,1.8609999999999998,412.25,961.34,31.28,32.69,37.36,1038.52,943.12
27.34,79.06,-0.818,-0.176,-0.555,467.71,1168.94,21.62,27.31,66.18,988.85,551.5
20.24,68.08,1.134,-1.888,1.11,322.56,209.80999999999995,22.34,23.0,58.35,1049.66,497.93
28.04,78.43,-0.164,0.394,0.304,530.58,654.21,30.68,31.49,39.06,1027.39,472.81
28.51,51.62,-1.068,-1.549,0.329,664.32,807.86,28.29,25.79,50.41,956.54,366.22
24.27,35.22,0.228,-1.367,-0.182,208.32,1880.83,22.91,24.14,32.4,983.85,992.31
29.26,76.3,-0.524,-0.055,0.293,737.02,917.47,31.83,29.51,70.7,971.71,163.62
24.46,58.21,-1.394,-1.747,-0.827,534.26,1799.34,20.87,31.83,31.22,993.79,406.29
31.52,59.58,-0.08799999999999998,-1.266,-1.8010000000000002,733.85,851.43,28.23,32.26,45.17,1048.81,301.78
29.37,68.83,1.815,1.17,-1.917,623.84,857.43,22.62,27.3,63.32,1015.37,118.62
30.12,75.02,-1.177,1.222,-0.9109999999999999,230.16999999999996,1466.23,20.66,31.49,60.21,1035.98,592.18
33.8,48.94,-1.563,-1.161,-1.5839999999999999,521.76,1033.61,23.09,22.34,53.1,963.28,803.9
31.39,30.87,0.923,-1.921,0.129,480.65,120.99000000000001,21.63,20.19,39.7,1027.96,858.1
23.33,42.37,-0.023,1.377,0.434,542.5,255.98000000000002,21.88,21.63,51.93,1005.09,289.95
21.45,70.97,1.277,-1.674,0.719,389.76,771.04,20.72,22.92,53.11,1019.55,965.37
23.3,56.75,-0.933,-1.738,1.1589999999999998,586.99,889.06,32.0,23.15,79.06,995.42,452.19
29.05,56.25,-0.118,-0.363,-0.275,505.08,1516.45,24.69,20.39,37.82,1015.39,230.01999999999998
23.84,60.64,0.704,-0.942,-0.625,769.4,1994.9,28.61,21.17,76.32,1030.43,457.61
34.09,58.03,-1.471,-0.28,1.284,370.48,1205.81,25.05,21.69,76.68,1032.4,703.98
22.96,58.68,-0.17100000000000004,-1.952,0.399,642.68,1086.36,21.16,29.64,63.25,1048.67,223.26
29.1,76.5,0.938,0.34,1.792,704.51,869.01,22.85,21.13,58.98,1035.8,466.17
30.64,48.18,-0.449,0.535,1.062,297.43,116.96000000000004,33.86,28.21,34.76,982.51,854.32
23.39,77.93,-1.399,0.11,-0.344,675.87,597.14,32.11,29.31,45.91,1006.33,446.73
26.88,39.92,1.8960000000000001,1.013,1.9419999999999997,738.07,1358.29,25.39,29.28,71.64,974.37,890.32
21.51,56.84,-0.573,1.067,1.7929999999999997,239.52999999999997,1618.24,28.23,21.29,54.3,976.33,193.32
34.09,63.04,1.281,-0.796,1.383,544.92,1619.32,29.71,26.3,72.85,1024.51,502.78
25.26,34.09,-1.389,-0.76,0.47000000000000003,224.39,208.86000000000013,24.94,29.48,54.95,979.71,665.54
34.29,55.69,-0.497,1.41,0.625,729.54,1474.14,29.88,21.31,62.28,1022.87,820.78
29.93,73.75,-1.466,1.354,0.8,390.11,1881.87,21.22,30.3,76.04,1045.12,354.42
22.86,50.52,-0.216,-0.588,1.736,606.09,1974.16,21.8,27.46,56.86,975.68,158.2
22.65,67.06,0.066,0.21599999999999997,1.694,640.55,778.89,27.26,27.29,48.49,958.78,782.93
24.17,34.29,-1.889,1.5,0.655,533.49,1736.57,29.87,23.55,34.51,1004.67,300.18
24.47,60.04,0.736,-0.596,1.779,393.88,1300.25,33.16,22.47,61.95,959.13,926.92
31.27,39.99,-0.75,0.772,0.6730000000000002,545.0,124.84000000000003,27.44,20.64,50.22,1045.25,116.12
31.25,42.28,-0.994,-0.384,0.11099999999999999,776.09,1023.45,20.03,30.29,59.07,952.75,715.24
27.77,63.43,-0.053000000000000005,1.158,-1.351,591.23,1098.64,22.88,23.39,36.59,958.37,785.35
29.38,68.29,1.164,0.656,-1.062,655.31,1724.25,31.88,22.58,47.83,976.99,278.63
34.13,77.58,-1.317,1.227,1.955,476.46,1523.16,29.81,27.54,30.09,961.77,608.81
22.27,58.07,-1.778,-1.787,-1.614,352.84,1307.44,34.58,32.22,50.59,959.79,225.63
29.04,55.98,-1.767,0.278,-0.237,507.28,1408.49,25.76,30.02,49.14,1037.18,392.71
23.36,66.56,1.347,1.228,0.9949999999999999,562.32,631.32,34.21,27.38,75.0,987.73,114.11000000000001
24.35,73.89,1.457,1.017,0.07699999999999999,793.61,1521.64,30.19,30.0,74.53,1039.78,585.68
20.21,76.24,0.601,0.181,-0.15,414.01,494.6600000000001,33.38,32.38,31.71,1034.06,641.55
32.97,64.55,0.747,0.736,-1.871,545.25,307.9200000000001,31.44,27.32,58.62,965.96,521.01
27.09,72.93,0.626,-0.746,-0.8939999999999999,656.48,1252.96,25.59,21.61,53.44,997.56,866.42
23.86,54.81,-1.165,0.976,0.6390000000000001,423.34,439.48,28.3,32.74,50.81,952.38,110.05000000000001
26.03,37.9,-1.189,-0.525,1.056,376.85,1723.07,29.2,30.23,63.48,997.16,386.34
23.91,32.48,0.545,-0.205,-1.375,507.15,874.07,29.41,33.13,45.76,1035.7,430.99
26.78,73.5,1.946,0.374,-0.213,613.44,777.36,21.74,21.46,50.18,968.39,306.28
23.66,47.95,0.343,0.794,1.633,376.58,431.54999999999995,23.83,22.84,30.5,971.04,266.23
33.83,33.07,-1.203,-1.677,1.192,540.18,1047.46,29.93,33.62,43.35,1004.32,726.66
30.94,58.68,-1.299,-1.463,0.23899999999999996,435.97,1021.45,32.24,26.57,32.74,976.97,780.15
21.14,74.6,1.852,0.901,0.947,453.62,1612.71,26.25,24.02,65.72,1031.45,894.83
26.67,55.46,0.599,-1.105,1.812,589.57,524.33,23.68,20.58,50.98,957.95,222.73000000000002
33.26,77.84,-0.634,-0.363,-0.946,426.21,1649.0100000000002,31.54,32.33,36.95,1014.94,327.46
21.52,57.09,0.969,0.723,1.067,299.48,302.96000000000015,22.08,23.29,79.49,999.17,663.61
28.59,65.35,0.419,-1.21,-0.665,445.61,713.94,22.69,20.37,49.99,976.06,360.43
28.46,62.49,-0.06,0.767,-0.589,344.21,1786.71,26.07,29.55,76.13,1004.47,211.87
21.16,30.63,0.48700000000000004,0.415,-0.732,440.19,1991.16,23.35,34.25,43.46,1040.2,693.27
24.27,32.02,-1.494,-1.995,-0.029,758.92,1124.72,31.85,24.88,52.97,1032.19,627.3
31.73,32.23,-1.299,1.911,-1.307,509.78,737.96,28.5,25.61,48.45,1036.37,662.6
27.02,67.52,-1.078,-0.846,1.043,351.65,1344.65,22.29,24.62,35.45,998.95,735.43
22.03,53.65,0.448,1.39,1.236,363.78,164.86,25.74,22.53,38.08,1038.93,713.17
26.93,46.48,-1.36,0.049,-0.9600000000000001,765.65,258.22,20.97,27.26,40.0,1047.76,610.17
34.98,68.61,-1.937,0.96,-0.4149999999999999,708.49,1905.59,33.08,24.72,33.41,1010.47,730.41
30.86,43.77,-0.05,0.184,-0.263,283.99,1500.41,30.0,33.84,75.4,1002.56,202.36
31.94,33.86,1.332,1.136,-1.089,221.72000000000003,1770.19,30.92,26.47,52.27,1029.72,531.91
23.44,68.16,-0.149,1.2619999999999998,-0.471,564.94,1097.37,29.1,21.07,73.05,1010.98,968.77
23.5,79.66,0.197,-1.014,1.492,744.88,1900.83,31.61,30.52,42.29,1017.28,631.51
34.81,69.63,0.251,0.291,-1.859,308.94999999999993,928.59,21.65,32.58,55.25,991.48,701.86
23.16,32.65,0.621,0.835,-1.9,396.73,465.95000000000005,24.78,23.82,71.56,1004.62,936.14
21.83,60.28,-0.103,-0.43,-1.842,693.37,1042.43,21.31,27.05,75.39,1031.7,919.75
23.04,47.3,-0.287,1.146,1.921,393.77,570.29,33.78,33.73,36.91,992.39,338.81
28.57,73.53,1.441,1.227,1.838,679.36,1993.72,31.18,34.75,33.54,978.43,192.95
32.67,47.09,0.314,-0.355,-0.862,373.73,1348.85,29.74,34.1,71.81,1033.64,543.1
23.08,37.65,-0.8809999999999999,-0.593,0.774,265.9,1363.3,29.2,26.64,30.79,969.37,102.26999999999998
33.48,46.08,0.731,1.678,0.322,798.12,804.45,32.27,28.96,61.0,955.31,819.37
24.95,51.23,0.995,1.05,1.851,393.22,1988.29,34.45,23.75,38.74,1026.34,126.63
21.84,42.14,-1.157,0.562,1.242,280.05,1218.76,23.23,32.31,33.21,1038.3,827.2
28.37,71.75,-0.38400000000000006,-1.4889999999999999,-1.548,688.71,216.88,25.83,31.72,51.85,1041.34,636.96
24.7,39.16,1.544,1.269,-1.934,470.51,840.79,21.24,21.03,31.51,1041.82,835.33
25.0,71.06,-0.505,0.558,-1.661,468.86,289.71000000000004,29.0,20.53,57.82,997.92,103.20999999999998
25.45,50.17,0.236,0.30600000000000005,-1.575,258.99,1548.93,24.8,24.97,35.3,1001.16,986.6
31.71,80.0,-1.366,1.7140000000000002,-0.036,316.3399999999999,1568.83,26.35,25.68,49.94,1045.27,884.55
22.66,38.61,-1.558,1.897,-0.481,510.33,1093.08,32.01,25.41,43.85,1006.88,900.59
32.35,67.55,1.922,1.839,0.8070000000000002,649.07,914.0,35.0,32.59,55.83,1003.3,641.43
33.18,54.98,-0.182,-1.981,-1.023,293.13,247.36,29.07,28.07,32.68,1012.14,872.29
30.19,58.09,-1.927,0.418,0.141,692.19,1744.39,33.95,24.85,33.14,1006.3,813.39
26.27,44.05,-0.466,-0.506,-1.793,757.03,719.11,26.29,26.82,64.81,988.08,930.82
31.28,31.8,0.03699999999999999,1.656,0.39200000000000007,773.8,1439.68,22.92,33.22,48.93,1007.18,800.19
33.87,45.11,1.087,0.302,-0.557,251.75,1759.72,22.04,32.15,72.32,991.1,371.93
23.9,79.84,0.453,-2.0,-0.387,476.53,322.99,31.47,32.86,60.29,1025.25,776.68
29.31,43.02,0.8629999999999999,-0.86,1.43,585.77,1801.75,29.82,31.71,46.24,995.46,499.81
20.01,63.11,-0.099,-1.825,-1.8,243.2,1329.07,29.66,32.86,38.5,1014.78,684.51
26.25,49.99,-1.114,-1.956,-1.8,684.6,1543.16,33.22,26.78,61.39,1005.25,562.68
28.61,31.75,-0.59,0.508,0.089,751.18,367.6600000000002,27.3,25.64,30.38,1002.32,173.21000000000004
29.18,73.3,1.1,-1.08,1.296,638.61,525.76,20.07,31.27,42.91,1003.52,606.89
20.11,74.21,0.506,0.818,-1.481,674.82,1062.7,20.41,23.58,56.47,994.2,868.06
23.8,47.64,0.559,-0.336,-1.829,344.64,1784.88,26.56,34.47,74.6,979.38,731.65
25.84,67.73,0.578,-1.506,-1.774,741.02,1023.05,26.86,28.53,49.89,964.71,132.41999999999996
30.42,69.44,-0.473,-0.012000000000000002,-0.7070000000000001,341.56,1397.24,24.85,23.64,70.6,963.81,853.12
28.96,64.41,-1.209,-0.731,-0.425,407.13,1176.01,26.63,30.1,76.74,1017.37,411.67
27.73,67.39,-0.9300000000000002,-0.868,0.08499999999999999,397.35,154.96000000000004,28.83,26.6,76.45,987.94,393.97
26.8,42.9,0.277,-0.028999999999999998,-1.849,494.75,615.72,24.22,26.74,68.64,1021.38,695.2
26.89,36.85,-0.8679999999999999,-1.8460000000000003,1.907,517.76,1177.99,29.47,29.88,30.52,985.23,250.3
20.66,51.75,-1.218,-0.594,0.894,238.99,1964.85,20.78,30.59,61.67,955.85,899.41
23.16,65.8,1.219,-1.369,-0.684,632.76,935.92,21.75,27.02,31.17,1031.77,216.39
30.92,58.49,-1.369,1.016,1.182,701.4,804.7,25.78,26.91,61.08,985.56,341.86
28.37,65.71,-0.685,-0.246,1.14,762.44,809.78,28.18,32.99,54.78,1010.09,555.09
22.52,62.3,-0.683,-1.394,1.724,241.93,1071.44,33.74,29.25,39.86,1010.73,454.21
30.74,39.53,-1.504,1.454,-0.691,202.73000000000002,1143.09,22.72,28.95,62.84,1036.45,526.26
34.49,31.17,-1.565,-1.484,0.508,700.4,1815.69,29.47,22.22,60.25,1043.7,268.28
30.57,34.57,-0.735,0.783,1.022,535.75,576.25,33.52,25.98,55.48,1049.66,919.08
32.33,74.89,-1.81,1.618,-0.443,254.55,1981.44,28.39,30.9,40.56,952.7,780.56
31.22,45.32,-0.047,-0.7659999999999999,-1.423,454.59,448.49,20.06,28.36,42.0,996.2,891.46
24.99,63.89,-0.138,-1.572,0.86,647.03,216.70000000000005,26.56,23.66,56.82,980.07,841.7
29.6,76.94,0.08399999999999999,-0.198,-1.392,521.37,545.49,34.52,33.1,71.54,976.44,466.23
32.36,57.34,-0.393,-0.521,-1.234,640.99,1114.43,26.75,25.6,48.95,966.79,863.09
24.91,64.72,0.802,-0.265,0.804,556.91,1312.64,32.32,31.12,60.44,1043.31,669.98
31.99,65.58,-0.138,-1.785,-0.473,675.85,1010.8,26.9,25.71,55.24,951.43,703.86
31.55,37.62,-1.211,-0.915,1.198,527.15,269.3699999999999,22.68,32.27,77.99,1013.26,659.53
31.73,68.76,-1.306,0.5,0.10499999999999998,373.53,501.20000000000005,26.63,29.41,52.89,1040.7,206.02999999999997
26.19,71.67,1.825,1.257,-1.889,580.61,1605.35,26.33,33.98,31.09,966.14,303.58
28.33,30.07,0.944,-1.473,1.845,383.97,1996.42,28.47,25.99,71.3,955.94,178.27999999999997
24.66,40.46,-1.604,1.2350000000000003,-0.412,680.08,427.44000000000005,22.05,23.47,52.75,958.11,364.59
31.25,72.77,-0.938,1.21,-1.851,724.83,1272.62,21.15,21.05,30.21,955.04,305.06
28.24,79.03,1.918,-0.009,-1.765,258.9,891.26,28.86,20.82,49.35,968.71,752.94
26.64,74.73,-0.547,-0.423,0.934,277.9599999999999,1722.44,23.48,27.3,65.0,990.88,269.01
20.6,61.83,1.463,1.181,0.449,624.27,1664.15,24.13,31.12,41.74,1021.01,132.64
27.61,70.33,0.9549999999999998,-1.195,0.35,414.7,619.6,32.0,26.82,45.95,1038.24,599.03
27.91,61.88,0.974,-1.598,1.339,556.1,138.45000000000005,31.17,22.04,51.31,998.09,754.48
33.58,74.26,-1.9950000000000003,0.976,0.221,610.06,1588.18,31.21,31.52,38.06,1025.02,672.16
20.37,56.3,0.508,-1.828,1.143,457.08,1042.32,23.43,20.58,75.96,1040.56,670.78
27.16,57.55,0.074,-1.292,1.683,791.19,207.98000000000002,27.65,28.35,67.81,955.35,692.15
29.71,79.84,-0.637,-1.6180000000000003,-0.321,696.1,1940.24,23.04,24.87,64.45,1041.83,399.02
33.96,41.95,0.406,0.129,-1.4690000000000003,201.66999999999996,385.12,26.32,22.59,69.08,993.23,403.13
25.92,41.33,1.071,0.8679999999999999,0.555,558.89,453.5,26.08,26.53,74.63,957.54,714.37
30.28,50.54,-1.02,1.086,-1.177,212.0,1971.21,25.82,23.75,44.67,1000.84,908.23
24.09,52.16,0.56,1.404,-0.43299999999999994,622.53,1289.14,22.91,22.43,37.57,1024.13,861.4
33.27,78.97,-0.6939999999999998,-0.47,-1.034,361.99,1243.18,28.62,28.39,33.77,1003.73,820.21
33.7,77.92,-0.089,1.526,-1.565,698.95,211.22000000000003,31.17,23.29,69.75,1018.4,575.23
30.87,45.13,-1.381,-0.366,0.416,641.06,694.25,28.38,23.23,37.75,1010.51,316.78
23.28,41.0,0.869,1.274,-1.47,782.47,970.38,33.92,29.52,40.97,964.67,695.77
32.0,37.9,0.078,-1.4739999999999998,-0.462,256.01,1437.0,29.02,31.86,57.31,1043.62,421.52
22.92,43.6,-1.321,1.111,1.663,358.1,1251.38,31.3,21.56,41.62,992.63,515.12
26.11,39.78,0.722,-1.319,-0.597,452.83,678.59,21.65,23.42,55.64,1010.75,390.28
24.86,53.49,-1.592,1.253,-1.67,525.74,1756.04,32.05,23.8,44.03,1026.36,961.09
27.59,56.07,0.649,0.607,1.979,768.69,1974.76,28.93,23.73,54.11,1011.48,159.99
21.25,57.98,-0.181,0.089,1.443,743.66,617.39,34.68,25.77,46.64,1019.15,106.90999999999997
33.98,55.88,-0.002999999999999999,-1.154,-0.8790000000000001,618.75,944.78,22.85,31.49,56.0,1008.97,725.92
20.77,53.82,-1.238,1.103,-0.702,535.4,1137.19,23.72,26.96,65.8,1008.26,115.32999999999998
31.33,62.53,-1.2669999999999997,0.56,1.894,307.06,1914.91,33.71,21.43,36.5,1038.41,488.7
21.93,49.98,-0.982,-0.41400000000000003,1.838,639.9,1643.45,25.7,33.78,75.64,986.63,996.78
21.55,43.92,-0.86,-0.67,-1.795,689.79,286.74,25.78,25.45,67.33,956.46,319.08
29.23,63.14,1.489,-1.9679999999999997,-0.633,330.11,1135.51,33.67,33.59,72.1,964.0,576.94
30.19,64.27,1.391,1.916,-0.623,643.0,404.8399999999999,20.74,33.26,70.12,957.82,364.59
31.54,51.57,-0.368,-0.568,1.351,500.61,788.8,34.36,24.77,66.1,1046.57,514.3
28.85,45.1,0.419,-0.684,1.063,792.66,1012.56,32.1,34.72,50.06,965.46,707.43
23.28,64.69,1.506,-1.102,0.898,677.12,1368.41,26.55,31.07,62.32,1001.06,414.18
31.97,69.5,-0.289,1.297,-0.9130000000000001,387.59,767.79,20.75,22.41,32.04,1000.4,601.57
24.19,30.86,0.679,1.402,1.913,315.01,1243.69,29.25,32.03,38.55,1006.12,712.4
34.64,33.93,0.21,-1.3370000000000002,-1.355,295.2,1410.26,25.64,32.16,76.77,1012.63,327.86
29.56,52.97,-0.641,0.329,0.808,257.32,849.7,30.03,22.95,35.04,971.43,701.79
20.27,48.31,1.832,-0.812,-0.859,661.75,214.02999999999997,30.53,20.11,76.38,962.49,603.31
24.18,70.25,0.143,-0.399,-0.547,278.93,492.0,27.91,32.85,48.5,967.03,321.17999999999995
33.45,49.32,-0.535,1.375,1.157,318.96,236.89,31.44,25.88,79.74,970.77,226.69
32.47,39.34,-0.296,1.496,-0.731,417.48,101.51999999999998,29.72,20.08,61.26,981.27,674.18
29.55,71.99,0.685,1.2920000000000003,0.24899999999999997,562.78,1815.34,27.41,32.02,59.11,1041.22,291.55
33.04,64.23,0.6820000000000002,0.761,-1.807,337.98,1564.28,22.55,31.39,66.63,970.45,487.06
34.38,41.35,-1.343,-1.832,0.627,407.35,639.5,22.04,25.28,38.52,966.26,927.48
23.34,30.11,1.142,0.009,-1.696,786.95,1645.36,26.09,30.53,46.36,959.07,581.74
29.96,41.74,-1.778,0.098,1.6310000000000002,556.56,572.79,33.91,30.52,30.1,974.28,520.6
33.02,39.76,-1.107,0.036,0.371,578.97,537.49,21.12,22.61,32.81,954.97,484.78
30.99,47.8,-0.8119999999999999,1.413,0.506,236.26,1465.42,27.55,30.93,66.66,994.78,288.98
31.56,50.58,0.040999999999999995,0.36499999999999994,-0.511,740.04,1169.68,22.18,32.85,77.45,1021.9,339.54
25.63,51.27,1.97,-1.557,-0.069,393.47,229.52999999999997,32.5,27.17,42.46,977.48,975.38
28.89,53.72,-0.244,-0.07599999999999998,-1.195,584.93,263.95000000000005,24.6,32.07,67.91,978.43,268.51
20.79,46.49,0.848,-1.582,-1.263,616.46,1655.03,31.67,28.75,31.27,1039.0,130.5399999999999
28.72,49.89,0.103,-0.693,-0.008,709.31,1760.89,27.74,30.59,50.01,1031.35,757.23
28.46,75.0,0.382,1.133,-1.612,662.63,1096.99,20.7,22.21,74.26,1031.54,886.86
28.68,75.38,-1.54,-0.374,-1.047,284.22,410.55999999999995,23.61,30.42,35.29,1018.31,967.72
30.77,58.44,0.882,-0.203,-1.98,781.02,1791.97,22.72,34.84,50.51,1046.72,148.24
29.77,57.86,-0.677,0.054,-1.059,282.72,1166.15,27.76,32.57,51.68,1031.24,827.95
30.14,64.71,0.6000000000000001,0.245,-0.039,447.05,1980.17,34.16,33.15,57.02,969.65,266.36
28.34,72.14,0.944,-0.512,0.182,514.12,256.14999999999986,25.47,26.28,60.52,1020.65,891.6
28.9,51.8,1.235,0.8,-1.348,614.26,1934.28,31.35,33.96,43.41,988.92,511.4
25.47,40.96,-1.859,-1.517,-0.725,266.48,206.23000000000002,24.53,31.32,33.55,952.33,273.34
